id,pos,name
993017354,"(-0.1722957,51.5908058)",The Five Bells
993679598,"(-2.0705905,51.8976094)",The Swan
993805270,"(-2.2639027,52.1572755)",The Crown
994750472,"(1.5026769,52.3431436)",The Angel Hotel
995137386,"(-6.7535701,53.290937)",Larry's
995200982,"(1.3796111,52.5657769)",The Wheel
995388453,"(-4.507416,50.5989713)",Kings Head
995929586,"(-3.5979858,50.5191561)",keyberry
996342825,"(-1.5602348,55.1704091)",The Elephant
996343130,"(-1.5679388,55.1803724)",New Hirst & District CIU
996533375,"(-0.2029516,51.4823658)",The Wellington
997224957,"(-1.4819844,53.0231785)",Imperial Vaults
997224958,"(-1.4832711,53.0232687)",Railway
997246186,"(-1.4466749,53.0508025)",The Eagle Tavern
998360746,"(-3.9377561,56.1202248)",Molly Malones
998382550,"(-2.2427138,53.4765725)",The Alibi
998704323,"(-2.3578648,53.4207609)",The Brigadier
998759512,"(-7.0770208,53.0983309)",Fisherman's Thatched Inn
999160263,"(-2.716249,52.055997)",The Grapes Tavern
999534062,"(-2.6485821,54.960342)",Railway Inn
999534071,"(-2.5696457,54.9905541)",Samson Inn
999534082,"(-2.5744093,54.9912312)",Bridge Inn
1000029657,"(1.4086426,52.6167062)",The Ferry House
1000810532,"(-8.7908976,52.5641866)",Aunty Lena's Bar
1000964534,"(-0.7319332,52.6714643)",The Griffin
1001109064,"(0.0100063,50.8739008)",The Lamb
1001118883,"(-3.1960867,51.4815724)",Kings Castle
1001118930,"(-3.2023177,51.4818595)",The Corporation
1001272704,"(-3.1777568,51.4784128)",The Cottage
1001443446,"(-9.9015397,51.838614)",O'Shea's
1002846989,"(-5.5429183,54.6437218)",The Moat Inn
1002846991,"(-5.5327581,54.642921)",Ocean Drive
1002846996,"(-5.5324255,54.6430886)",Pier 36
1002847042,"(-5.5364381,54.6415861)",Grace Neill's
1003040295,"(-0.303574,53.2867781)",The Ivy
1003251191,"(-0.1125124,51.5127895)",The Devereux
1003624312,"(-2.27493,55.5476347)",Border Hotel Pub and Restaurant
1003829944,"(-1.2328457,54.4852959)",The King's Head
1004076241,"(-0.4578552,50.8401956)",The World's End
1004516174,"(-1.3984627,50.8661988)",The Malt and Hops
1004524032,"(-2.2930263,51.7516957)",The Spa Inn
1005552834,"(-0.4737434,51.510189)",De Burgh Arms
1005686926,"(-1.3739035,52.0192081)",Joiners Arms
1006142807,"(-2.278703,50.9175296)",The Fiddleford Inn
1006200175,"(-8.6174804,52.6596671)",Jerrys Pub
1007027088,"(-1.4812547,53.0060302)",New Inn
1007027154,"(-1.4845985,53.0180211)",The Tavern
1007963926,"(1.543418,52.7793074)",The Swan Inn
1008849148,"(-2.9892427,53.4486177)",The Merton
1010826554,"(-0.4244197,52.2571206)",Checkers
1011015062,"(-0.9068188,52.2602079)",King William IV
1011019545,"(-5.31212,50.1740239)",Saint Aubyn's Arms
1011019577,"(-5.3009396,50.2138094)",Tyacks Hotel
1011033102,"(-0.904791,52.262482)",Queen Adelaide
1011385378,"(-1.2388214,53.3369798)",The Station
1011851479,"(0.5037139,51.9345196)",The George Inn
1012278549,"(-3.4040297,51.9449774)",The Drovers Arms
1012333108,"(-0.2540767,52.0874665)",The Hopbine
1012333125,"(-0.2602788,52.0892271)",The Wheatsheaf
1012630711,"(-1.4816764,52.8099245)",The Chequers Inn
1012630720,"(-1.4812251,52.8109272)",The Staff of Life
1012630771,"(-1.438296,52.8679937)",Rose and Crown
1012964252,"(-8.4893339,51.9000539)",Avenue Bar
1012964258,"(-8.4741045,51.9019714)",Fixme
1013230564,"(-2.7868488,55.4224312)",Queens Head
1013289466,"(-2.9363701,54.8950942)",The Kings Head
1013289522,"(-2.9367572,54.89347)",The Sportsman
1013289658,"(-2.9392459,54.8953181)",The Boardroom
1013506163,"(-2.2292602,53.4436422)",St Kentigerns
1013889871,"(-3.050993,50.9954278)",Half Moon Inn
1014294516,"(-8.4735984,54.2713422)",Fiddlers
1014294517,"(-8.4737741,54.2718843)",Garavogue
1014385991,"(-2.4251665,53.5709253)",Cattle Market
1014502851,"(-6.6647209,53.2495988)",Flanagan's Mill
1014502860,"(-6.6641148,53.2495604)",Bridgewater Inn
1014614607,"(-1.375276,50.9180155)",The Station
1014797562,"(-0.6280178,52.0143352)",The Anchor
1015794056,"(-0.7058624,52.1366293)",The Bell & Bear
1015952275,"(-2.9807437,53.8570768)",River Wyre
1015952277,"(-2.9829114,53.858602)",Thornton Lodge
1016336113,"(-3.2550967,54.1066062)",The George
1016336204,"(-3.2468383,54.1084554)",The Ferry
1018183098,"(-2.4123682,53.5435869)",The Church Inn
1018191565,"(-3.2566093,54.0958521)",The Castle House Hotel
1018230612,"(-2.4098683,53.5488079)",The Grapes Inn
1018809574,"(-2.0829129,51.3242649)",Well Inn
1019090986,"(-1.9440314,51.3539222)",New Inn
1019110555,"(-4.1186077,50.3919867)",Bluebird
1019256114,"(-0.0189259,52.984974)",Ropers Arms
1019746753,"(-3.7262108,53.2945161)",the royal hotel
1020249543,"(-4.449792,55.6523192)",The Fenwick Hotel
1020249920,"(-4.4443997,55.6615138)",The Kings Arms
1020262458,"(-1.3178686,51.0545836)",The Queen Inn
1020995743,"(-2.4438309,53.7479568)",The Intack Inn
1022070110,"(-2.4261012,53.5770537)",The Balmoral
1022265337,"(-3.3285738,53.3115395)",Afon Goch
1022433850,"(-3.0070479,53.8875233)",The Burn Naze
1022489447,"(-2.0978361,57.1494845)",BrewDog Aberdeen
1024884894,"(-2.2203588,55.0869261)",Battlesteads Hotel
1024979375,"(-2.1989913,55.0057504)","Red Lion Inn, Newbrough"
1025056559,"(-2.5022457,54.8815224)",Kirkstyle Inn
1025118825,"(-2.7559037,55.0410379)",The Crossings Inn
1026353679,"(0.6072065,51.650049)",The Railway
1027005460,"(-0.9005061,52.2685267)",Fox and Hounds
1027029577,"(-0.7956184,51.575716)",The Royal Oak
1027096008,"(-3.293288,57.6382474)",Cottar Hoose
1028194568,"(-6.744015,53.1315304)",Bardons
1028382942,"(-0.070881,51.518965)",Pride of Spitalfields
1028695583,"(-4.172636,50.379015)",Railway Inn
1028850460,"(-0.7460805,52.3921669)",The Trading Post
1029352860,"(-1.8242521,53.6687461)",Birchencliffe Cricket Club
1029488226,"(0.8963961,51.892131)",The Marquis
1029503104,"(0.8962995,51.8876813)",The Fox & Fiddler
1029503110,"(0.8957846,51.8876548)",The Bull
1029828857,"(-1.3180804,51.0670784)",The Albion
1029969671,"(-6.7995298,53.1794508)",The Curragh Inn
1029987481,"(-4.2913425,53.3601322)",Pilot Boat
1029987955,"(-4.2368582,53.3528053)",Kinmel Arms
1030006002,"(-1.334694,53.0574161)",The Dale Club
1030106427,"(-6.2657683,53.3218021)",Copan
1030126104,"(-1.8953528,52.4864167)",Blue Plaque  The Bull: History
1030168920,"(-0.9111306,52.4767622)",The Oat Hill
1030168922,"(-0.9150651,52.4782503)",The Village Inn
1030168924,"(-0.9116939,52.4762263)",The Cherry Tree
1030168932,"(-0.9262314,52.4702078)",The Royalist
1030168936,"(-0.9237689,52.4801369)",Angel Hotel
1030945929,"(-0.0233958,52.9775099)",Boston Still
1030979384,"(-0.0245234,52.9756592)",Golden Lion
1031024447,"(-0.0530094,51.5531579)",Biddle Bros
1031170507,"(-1.672636,54.9456428)",Bay Horse
1032174774,"(-0.8937899,52.2368428)",The Mail Coach
1033253712,"(-0.4518657,51.7553067)",The New Venture
1033408009,"(-2.4331672,53.5685596)",The Park
1033733415,"(-3.1898511,51.4721608)",The Cornwall
1034399049,"(-3.0305112,52.2032607)",The Wine Vaults
1035178963,"(-1.0926118,53.9582104)",Coopers
1035258817,"(-3.1872409,51.4740095)",The Neville
1035756510,"(-2.6071868,51.4559532)",Illusions Magic Bar
1035900172,"(-2.3268023,51.3796355)",The Plug Bar
1035979851,"(-2.9994808,53.6505295)",The Guest House
1036076215,"(-0.6958666,54.1571966)",The Fleece
1036131535,"(-2.1110272,52.9289864)",The Boar Inn
1036629392,"(-3.1629791,51.4838656)",The Splotlands
1036629405,"(-3.1589697,51.4868781)",The Clifton
1036646495,"(-4.3163548,50.5208302)",The Swingletree
1037247490,"(-5.1158768,54.8422692)",Downshire Arms
1037248476,"(-5.1168156,54.8418645)",The Harbour House Hotel
1037249863,"(-5.1176206,54.8420778)",The Crown Hotel
1037254664,"(-3.323279,51.9900459)",Felinfach Griffin
1037257108,"(-5.1158745,54.8399247)",Mount Stewart
1037295873,"(-3.2028911,52.0454482)",Maesllwch Arms Hotel
1037770673,"(-4.314216,50.5047374)",The Coachmakers Arms
1037770678,"(-4.3165771,50.5031709)",The Pheonix
1037780583,"(-4.2090409,53.3055507)",The Ship
1037856497,"(-3.7392401,53.3114305)",Y Rhos Fynach
1037856498,"(-3.7393339,53.3087067)",The Cayley Arms
1037866867,"(-0.6920125,52.2998613)",The Golden Lion
1038105768,"(-4.1346682,52.2558252)",Cross Inn
1038223813,"(-3.5147233,56.5006124)",Bankfoot Inn
1038234806,"(-1.0509662,54.5353656)",The Fox Inn
1038357236,"(-2.3749751,57.2842895)",Edwards
1038359926,"(-3.0299076,52.2036089)",The Ewe and Lamb
1038595845,"(-0.676716,52.2984154)",The Crown and Anchor
1039290596,"(-0.0810806,51.5171137)",George
1039619303,"(-6.11525,53.478949)",Waterside Hotel
1040131122,"(-4.3155853,50.5032381)",The Bulls Head
1040222302,"(-4.2478948,50.5040627)",Cross House Inn
1040222378,"(-4.2451455,50.5029213)",Carpenters Arms
1041265075,"(-2.5330355,51.478737)",The Farriers Arms
1041269410,"(-2.5362244,51.4776951)",Cross Keys
1041535705,"(-1.0000401,51.8657347)",The Plough and Anchor
1041882769,"(-4.2707304,50.4675618)",Coryton Arms
1042646030,"(-0.3164161,51.0587627)",Tanners Arms
1042646033,"(-0.306728,51.0539747)",The Hornbrook
1043012733,"(-0.3118925,51.0571259)",Foresters Arms
1043180244,"(-0.7489259,52.0418394)",The Moon Under Water
1043347261,"(-3.2336866,51.521548)",The Hollybush
1044061518,"(-3.2129347,51.4827527)",The Clive Arms
1044231024,"(-2.1114677,53.4877452)",Harvester
1044881306,"(-0.3067387,51.3680366)",Lucky Rover
1045475755,"(-1.9204515,52.4834694)",The Twin Towers
1046684215,"(-3.1748339,51.4420903)",The Golden Lion
1049324356,"(-0.236277,51.9431177)",The Green Man
1049797272,"(-3.178693,51.4808866)",Tair Pluen
1049797791,"(-3.1786681,51.4809667)",Owain Glyndwr
1049949003,"(0.1621296,52.6644772)",Duke's Head
1050225390,"(-6.8614154,53.2840918)",Glennons
1050444456,"(-3.173175,51.4832234)",The Promised Land
1052484872,"(-0.3524341,50.8350384)",Marquis of Granby
1052484879,"(-0.3551377,50.8345777)",Gardener's Arms
1052484888,"(-0.3375854,50.8352823)",The Ball Tree Inn
1052509076,"(-2.14519,53.4805284)",Beehive Inn
1052516006,"(-2.1435281,53.4821756)",The Butchers Arms
1052526924,"(-2.1241861,53.481023)",Sheldon Arms
1053772114,"(0.5732361,51.5991406)",Carpenters Arms
1054459165,"(-0.751166,52.4076175)",Telford Lodge
1054483270,"(0.689258,52.2735212)",The Three Kings
1054791815,"(-2.1832571,52.2067465)",The Prince of Wales
1055296351,"(-2.6500553,56.7281547)",Nova Suite
1055328692,"(-1.7796421,53.6455278)",Yates
1056840383,"(0.846121,51.985492)",The Lion
1057127145,"(0.6932275,51.8555324)",George and Dragon
1057410294,"(-0.082537,51.6526134)",King's Head
1059007013,"(-3.5190783,50.729482)",Sorry Head
1059022784,"(-3.1649197,52.9420221)",Lion Quays
1059038337,"(-3.4584127,50.8643263)",The Butterleigh Inn
1059478029,"(-0.8891467,52.7656606)",The Kettleby Cross
1059878237,"(-6.7951563,53.1821073)",Con Cummins
1062676654,"(-1.7066705,53.6979906)",The Star Inn
1062980869,"(-0.5295062,51.721633)",The Bull
1064248513,"(-1.368871,53.5213736)",Old Moor Tavern
1065390171,"(-1.64026,52.735275)",Shoulder of Mutton
1065662753,"(-1.4028248,52.3487788)",Shoulder of Mutton
1066080731,"(0.7471186,52.41534)",Kings Head
1066119074,"(-1.7860794,53.569644)",Carniceria
1066740224,"(-2.637685,50.936686)",The Railway
1067472762,"(-2.6564773,50.9498343)",The Royal Standard
1067691435,"(-5.923018,54.6008585)",McHugh's
1068586289,"(-2.9793516,54.8880205)",Border Reiver
1068871210,"(-3.5609149,51.5040659)",Haywain
1068871528,"(-3.5605716,51.5065635)",The Two Brewers
1068917684,"(-2.6653434,50.9501567)",The Arrow
1069129855,"(0.9293784,51.9025824)",The Friar
1069488173,"(-0.4858982,51.6936921)",Cart and Horses
1069491343,"(-0.4912364,51.7037213)",The Two Brewers
1070808108,"(-2.220682,52.216102)",The Perdiswell
1071104204,"(-2.1187541,52.8135736)",The Four Crosses
1071104226,"(-2.1192992,52.8117153)",The Greyhound
1071214721,"(-1.3222554,50.9644516)",The Welcome Inn
1071216745,"(-1.3065536,50.964656)",The New Clock Inn
1071267923,"(-1.3992335,50.9104108)",Unit Nightclub
1071444666,"(-2.1183256,52.8175606)",Albion at Stafford
1071631709,"(-1.3947487,53.5109979)",The Tavern
1071650830,"(-1.4060301,53.5057021)",Elephant and Castle
1071828271,"(0.27672,51.185412)",Primrose Inn
1072797566,"(-1.4298134,53.5057562)",Coach and Horses
1072824623,"(-1.4422721,53.5086052)",The Royal Oak
1072922388,"(-1.4390899,54.808424)",The Davey Lamp
1072922393,"(-1.4363218,54.8084241)",The Bonnie Pit Lad
1073061214,"(-1.4377686,54.8090405)",The Working Mens Club
1073079331,"(0.73876,52.382597)",The Venue
1073079334,"(0.7200928,52.3039243)",The Cadogan Arms
1073848324,"(-2.0634119,52.8476096)",The Holly Bush Inn
1075399868,"(0.3720116,51.4417405)",The Grapes cafe bar
1075476800,"(-1.422472,53.5369028)",The Ash Inn
1076691318,"(-2.217376,52.213382)",The Cross Inn
1076734055,"(-2.029451,52.329661)",The Cross Inn
1077052142,"(0.0567629,52.3128769)",The Bank
1077687556,"(-6.933124,52.2211419)",The Strand Tavern
1077687621,"(-6.9336014,52.2212865)",Roches Bar
1077742690,"(-2.80828,50.98561)",The Windham
1079164022,"(-0.2191769,51.0205115)",The Half Moon
1080622484,"(-0.0886578,51.5538296)",Oak Bar
1080675262,"(-1.6609567,53.7092921)",The Junction Inn
1080808506,"(-2.3817481,57.2890195)",Hopeville Social Club
1080956019,"(-0.2008482,51.523082)",Angie's Free House
1080976600,"(-0.2114559,51.5260903)",Frames
1081284483,"(-1.1445981,50.6733376)",The Yarbridge Inn
1081349474,"(-2.1004919,57.1470464)",Ma Cameron's
1081361566,"(-8.4714221,54.2720178)",Fureys
1081912178,"(-1.7883756,53.8376364)",Caroline Social Club
1082528661,"(-4.0823378,55.818756)",Horse Shoe
1082936668,"(-1.1737852,52.9739501)",The Horse and Groom
1083057576,"(-2.3750467,53.5626941)",The New Inn
1083332855,"(-1.8612208,52.4482621)",Bear and Staff
1083621930,"(-0.6169572,51.6650826)",The Saracens Head
1083621974,"(-0.6214005,51.667771)",The Eagle
1083621988,"(-0.619531,51.6671987)",The Elephant and Castle
1083622077,"(-0.6219155,51.6677044)",The Swan
1083642508,"(-1.3248826,53.4256068)",The Tabbard
1084433241,"(-6.7940134,53.1826981)",The Liffey Arms
1084433280,"(-6.7941586,53.1826561)",The Keg
1084461594,"(-6.7952718,53.1820231)",Coffeys
1085334058,"(-2.8926101,53.7859686)",The Kingfisher
1085338683,"(-0.1895194,51.4468749)",The Jolly Gardener
1085345565,"(-3.189718,51.4483423)","The Barons Court, Toby Carvery"
1085412228,"(-8.0568557,51.9316445)",Fords
1085412243,"(-8.0573063,51.9316445)",The sportsman inn
1086169980,"(-1.4795503,53.3802486)",The Cavendish
1087424210,"(-6.1868604,54.3063448)",The Hawthorn Inn
1087556692,"(-6.1808701,54.3304033)",The Angler's Rest
1088273293,"(-2.1161267,52.7260122)",White Hart
1088273405,"(-2.1125199,52.7247864)",The Star
1088273519,"(-2.1163219,52.7248719)",Littleton Arms
1088545166,"(-4.5651317,52.9277648)",The Ship
1088748319,"(-4.0792769,55.8845059)",Chapmans Bar and Lounge
1089071570,"(-6.9526452,52.5389193)",Gahan's
1089071692,"(-6.9527257,52.5386387)",O'Dirscolls
1089246379,"(-0.514751,51.6509341)",The Old Shepherd
1089248583,"(-3.2161177,51.4828668)",The Victoria Park
1089258783,"(-0.1800202,51.562662)",Jack Straw's Castle
1091014095,"(-0.1064592,51.4197973)",The Conquering Hero
1091333204,"(-0.1756333,51.4700423)",Battersea Bar
1092439013,"(-0.6202395,51.6374691)",Harte and Magpies
1093705492,"(-2.9365177,53.8049848)",Eagle & Child
1093840250,"(-3.428815,51.7027356)",The Rock
1093840647,"(-3.4320336,51.7039457)",The Plough
1094513816,"(-1.2507555,53.1739776)",Pleasley Miners' Welfare
1095184231,"(0.6307643,52.2662189)",Crown & Castle
1095187160,"(0.6221302,52.2627766)",White Horse Hotel and Restaurant
1095207870,"(-2.1078961,52.7239975)",The Boat
1095549691,"(-2.9549187,53.418699)","St. Michael's Irish Centre, Everton"
1096307423,"(0.658019,52.2979519)",The Greyhound
1096481635,"(-5.673128,50.1460322)",Trewellard Arms
1096634660,"(-1.5276454,51.2248326)",White Hart Inn
1096634783,"(-1.5081611,51.2488985)",The Old Bell & Crown
1096635318,"(-1.5459418,51.2369554)",Red Lion
1096878551,"(-1.6772402,53.6845312)",The Plough
1097017775,"(-2.9659366,55.8665033)",The Foresters
1097903480,"(-1.6631793,54.9305862)",Marquis of Granby
1097959374,"(-0.3061795,51.4984745)",Roddy's Bar
1097965569,"(-1.1915245,52.6575503)",The Gynsills
1097967281,"(-0.9781866,51.1468928)",White Horse
1097967912,"(-0.9786533,51.1462601)",The Hop Poles
1097967913,"(-0.9789483,51.146139)",The George
1098068945,"(-4.3347928,53.4118693)",Liverpool Arms
1098069017,"(-4.3347022,53.412218)",Adelphi Vaults
1098161891,"(-0.306598,51.513136)",The Broadway Bar
1098186560,"(-5.8291921,57.0056817)",The Marine Bar
1098233820,"(-4.3768557,53.3313279)",Twr Cuhelyn Arms
1098233823,"(-4.3751764,53.3300817)",Y Tarw
1098291369,"(-2.10437,55.5985996)",Red Lion Inn
1098312340,"(-1.9031319,55.4409273)",Plough Inn
1098973267,"(-3.1723475,51.479762)",Traders Tavern
1099082840,"(-1.8601655,53.6894007)",The Star
1100308475,"(-5.6663924,50.1515152)",The North Inn
1100445739,"(-1.7748703,54.0934818)",The Bridge Inn
1100467671,"(-1.6961436,54.0909379)",Half Moon Inn
1100850452,"(-4.2867378,55.8650704)",The 78
1102386323,"(-0.7797869,53.0554834)",Rose and Crown
1102388172,"(-0.158713,51.3863756)",The Queen's Head
1102580674,"(-8.7285426,52.0471024)",Molly's Bar
1103176557,"(-4.7798089,56.0166754)",Rhu Inn
1103275887,"(-0.113322,51.4811841)",The Greyhound
1103770683,"(-3.3403767,51.6041247)",The Patriot Bar
1104464486,"(-2.2950586,53.4075996)",The Gardeners Arms
1104464487,"(-2.2926779,53.4090686)",The Park Hotel
1104636427,"(-3.1358628,54.6000694)",The George Hotel
1104655157,"(-1.1463361,52.9537424)",The Thurland Hall
1104946562,"(-0.8117363,53.0789569)",Castle Barge
1104955915,"(-0.6599445,51.40225)",Dog & Partridge
1104955922,"(-0.6585283,51.4025278)",The Carpenter's Arms
1105359884,"(0.3485945,51.1730421)",Dovecott Inn
1105716579,"(-3.4877238,53.3193146)",The Dudley Arms
1105859693,"(1.1550235,52.3653804)",The Crossways Inn
1106155039,"(1.1850695,52.3962228)",The Dickleburgh Crown
1106350848,"(-1.5642543,54.0232942)",The Three Horseshoes
1106486826,"(-1.2544108,52.9905388)",The White Lion
1106554817,"(-1.250049,52.9956043)",The Stag Inn
1106629979,"(-1.3394879,52.0636893)",Three Pigeons
1106771733,"(-1.5677625,54.0401154)",The Boar's Head
1106956149,"(-1.2575428,52.9979288)",Cricketers Rest
1106956169,"(-1.2568479,52.9976448)",The Gate Inn
1106956178,"(-1.2574208,52.9975503)",Queens Head
1106956261,"(-1.2594194,52.9989502)",Nelson & Railway
1107750440,"(-3.1468206,51.0260971)",Ring Of Bells
1107771391,"(-6.2132609,54.4945038)",The Tannery
1107960537,"(-2.1717096,52.5712251)",The Merry Hill
1108268260,"(-3.5810415,53.2942691)",Y Yacht
1108818302,"(-0.9830671,54.5444636)",Station Hotel
1108833314,"(-3.0446577,53.4313642)",The Telegraph
1108921118,"(-2.1148827,52.8007729)",The Star and Garter
1108926726,"(-2.7821241,54.031069)",Fox and Goose
1108927072,"(-2.9615761,53.6598301)",The Hesketh Arms
1108928329,"(-2.789968,54.0378861)",Bowerham Hotel
1108931016,"(-2.7950416,54.0277023)",Boot and Shoe
1108940990,"(-2.8949403,54.0427347)",Old Hall
1108950642,"(-2.8598948,54.0747725)",Morecambe Hotel
1108951658,"(-2.8559198,54.0705987)",York Hotel
1108954646,"(-2.8653073,54.0730256)",Lord Nelson
1108960551,"(-1.5406533,50.7587154)",The Angel & Blue Pig
1108969509,"(-1.5794637,50.768729)",Wheel Inn
1108970731,"(-1.6210896,50.7615262)",The Three Bells
1109004327,"(-2.8774923,54.0683233)",Ranch House
1109010267,"(-2.8640383,54.0727176)",Joiners
1109052445,"(-3.0399954,53.2125821)",Central Hotel (Wetherspoons)
1109056505,"(-3.6101416,50.8445831)",Ring Of Bells
1109117668,"(-7.2298261,53.9670723)",Lavey Inn
1109161628,"(-1.5609438,50.7540552)",The Sportsmans Arms
1109161824,"(-1.560167,50.7536614)",The Musketeer
1109447122,"(-1.5967782,50.7236417)",The Beach House
1109619446,"(-3.1003528,53.3254799)",Dee View Inn
1109800624,"(-5.8186237,56.8287842)",Glenuig Inn
1110003838,"(-2.8008164,54.0841287)",Cross Keys
1110008357,"(-2.8118966,54.09003)",Hest Bank Hotel
1110065168,"(0.727936,52.039783)",Wagon And Horses
1110067659,"(0.744581,52.025687)",Kings Head
1110092576,"(-0.0662925,51.3973962)",The Albert Tavern
1110148696,"(-2.8648364,54.0726249)",The Chieftain
1110324512,"(-2.0712984,53.4366238)",The Grapes
1110555289,"(-3.1351454,51.8620639)",The Swan Inn
1110765445,"(0.3476947,52.0129998)",The Plough Inn
1110858317,"(-0.1521804,51.4438396)",Blithe Spirit
1111103378,"(-0.1617746,51.4100288)",The Gardeners Arms
1111400644,"(-2.8143516,53.8305059)",Derby Arms
1111736111,"(-0.8019719,53.0804468)",Newcastle arms
1111888976,"(-1.4793142,51.792627)",Three Pigeons
1111888979,"(-1.4820005,51.791485)",Elm Tree
1111888982,"(-1.4835416,51.7959656)",Robin Hood
1111957389,"(-2.2917645,51.037533)",The Buffalo
1112173867,"(-0.1698013,51.4633218)",Windsor Castle
1112205147,"(-0.1515139,51.4663349)",The Beaufoy Bar
1112220305,"(-0.1492878,51.4681943)",The Queen's Arms
1112222569,"(-0.1446258,51.468123)",The Plough Inn
1112279162,"(-0.1659374,51.4574439)",The Drafthouse
1112279179,"(-0.1663804,51.4597322)",Bank
1112279278,"(-0.1632232,51.4608475)",The Merchant
1112484832,"(-3.2187883,51.4943342)",The Butchers Arms
1112759585,"(-0.0881107,51.0011982)",The Mayflower
1113037589,"(-0.7895436,51.8151525)",The Plough
1113566378,"(-2.8781551,54.0678867)",Upstairs Downstairs
1113600919,"(-2.8655031,54.0733591)",Palatine
1113600936,"(-2.8663963,54.0725171)",Wetherspoons
1114491393,"(-1.2852565,53.4280532)",The Brush and Easel
1114539356,"(-1.281872,53.4218884)",The Masons Arms
1114699031,"(-2.8129319,54.050722)",The Victoria
1114788896,"(-2.8060195,54.0540413)",Wagon & Horses
1114788898,"(-2.8052366,54.0536003)",George & Dragon
1115004058,"(-2.9589056,53.8631334)",Shard Riverside Inn
1115004171,"(-2.9586806,53.8741889)",The Shovels
1115045345,"(0.0684231,51.5619146)",Great Spoon of Ilford
1115046005,"(0.067935,51.5626483)",Potion
1115386231,"(-2.6176134,57.3378515)",Carriages Hotel
1115482072,"(-3.8115039,50.410552)",The Avon Inn
1115941550,"(-0.131972,50.8205863)",The Oak
1115993959,"(-0.1390404,50.8196455)",The Varsity
1116159005,"(-1.6269621,54.0339893)",The Old Station Inn
1116251530,"(-0.1247771,51.5303041)",The Betjeman Arms
1116257077,"(-1.6084263,54.0456762)",New Inn
1116299283,"(-6.220358,53.3050518)",The Student Bar
1116465207,"(-2.8674584,54.0727564)",Kings Arms
1116642990,"(-0.1693323,51.4660191)",The Peacock
1116658776,"(-0.1445638,50.8232946)",Easy Bar
1116747293,"(-4.6322787,55.4649779)",Smugglers
1116747351,"(-4.6288568,55.4652556)",Black Bull
1116747463,"(-4.6342136,55.4628658)",West Kirke
1116763839,"(-3.1828139,52.612521)",The Three Horseshoes
1117056421,"(0.9194796,52.1819145)",The Crown
1117075203,"(-0.2660615,51.8375063)",Brocket Arms
1117107548,"(-2.2439371,53.4845341)",Sinclair's Oyster Bar
1117173970,"(1.4174912,51.3311412)",The Foy Boat
1117240324,"(-2.4283026,53.5821449)",Founders Arms
1117240333,"(-2.4269722,53.5788518)",Flying Flute
1117274863,"(-0.2995294,51.513793)",The Lodge Tavern
1117274890,"(-0.2988011,51.5136177)",Sir Michael Balcon
1117344621,"(-7.3626297,57.42492)",Dark Island Hotel
1117359394,"(-1.285012,53.421671)",Three Horeshoes
1117369680,"(-1.307913,53.419966)",The Beefeater
1118094716,"(-2.7989803,54.0496092)",Stonewell Tavern
1118107433,"(-2.8030588,54.049695)",The Pub
1119024663,"(-8.4469897,51.883475)",Briar Rose
1119328104,"(-4.0053136,55.8125169)",The Joker Bar
1119762348,"(-1.3884197,53.3716961)",Turf Tavern
1119762351,"(-1.387615,53.3716705)",New Crown Inn
1119814849,"(-3.8000911,51.6725809)",Green Dragon
1119814884,"(-3.803551,51.6709973)",Crown & Sceptre
1119818851,"(0.4581455,51.3472438)",Medway Inn
1119924709,"(-0.8367029,51.6265566)",Chequers Inn
1120007146,"(-2.7686779,53.5873017)",The Stocks Tavern
1120007659,"(-2.7707001,53.590581)",The Railway
1120361436,"(0.9481184,52.9179857)",Chequers Inn
1120986834,"(-0.888512,52.2401323)",Racehorse
1120986839,"(-0.8878575,52.2404214)",Penny Whistle
1120991911,"(-0.8916544,52.2558801)",The Romany
1121007004,"(-0.848944,52.2579757)",The Clicker
1121990794,"(-0.1812177,51.7997782)",Attimore Hall
1122370181,"(1.2700684,51.2781444)",The Volunteer Inn
1122370186,"(1.2758083,51.2793256)",The Chequer Inn
1122455638,"(-3.3784974,51.7463027)",The Belle Vue
1122522301,"(-3.3782556,51.7473463)",Y Dic Penderyn
1122884010,"(-1.4294879,53.237434)",The Barley Mow
1122884012,"(-1.4289461,53.2375544)",The Yellow Lion
1122884015,"(-1.4246171,53.2350195)",The Abacus
1122920328,"(-1.4477952,53.2334887)",The Anchor
1123502227,"(-6.3889252,58.2085816)",Clachan
1123562445,"(-2.7803656,52.7710519)",Red Lion
1123739135,"(-6.3897726,58.2079863)",The Star Inn
1123887855,"(-3.3775859,51.7484296)",The Anchor
1123887932,"(-3.3780023,51.7482845)",The Vulcan Inn
1123932873,"(-0.7455363,51.4164671)",The Old Manor
1123948393,"(-0.1617639,50.8261282)",The Wick Inn
1123948432,"(-0.1537227,50.8251151)",The Temple Bar
1123948578,"(-0.155348,50.8251387)",Duke of Norfolk
1123948600,"(-0.1572977,50.8253548)",The Paris House
1123981148,"(-0.1721816,50.827758)",Albion
1123981226,"(-0.1749079,50.8281676)",The Seafield
1124179281,"(-3.4603827,51.7357573)",Corner House
1124212498,"(-4.5249404,56.0425828)",The Hungry Monk
1125501753,"(-0.5359559,52.1450398)",Prince of Wales
1125535970,"(-2.2489811,51.2292702)",Three Horse Shoes
1125626978,"(-4.6254628,55.4571289)",The Market Inn
